"Address","Occurrences","Title 1","Title 1 Length","Title 1 Pixel Width","Indexability","Indexability Status"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6NDc2NQ==","1","Buy Jigsaw Puzzle Sticker Paper in India only at Jigsaw Nation","62","555","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTk0","1","Buy Jigsaw Puzzle Sticker Paper in India only at Jigsaw Nation","62","555","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/280-pieces/","1","Buy 280 Pieces Jigsaw Puzzles Online in India only at Jigsaw Nation","67","605","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/jigsaw-puzzle-sticker-paper/?variant=UHJvZHVjdFZhcmlhbnQ6MTk4","1","Buy Jigsaw Puzzle Sticker Paper in India only at Jigsaw Nation","62","555","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/series-pieceful-collection/","1","Buy Pieceful Collection Jigsaw Puzzles Online in India only at Jigsaw Nation","76","674","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-chaaya-prabhat/","1","Buy Chaaya Prabhat Jigsaw Puzzles Online in India only at Jigsaw Nation","71","649","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-annada-menon/","1","Buy Annada Menon Jigsaw Puzzles Online in India only at Jigsaw Nation","69","641","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/100-pieces/","1","Buy 100 Pieces Jigsaw Puzzles Online in India only at Jigsaw Nation","67","605","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/?after=WyIxMDAwMDAyLjY0NTc1MTMxMTEiLCAiVGlsZXMgb2YgUG9ydHVnYWwiLCAidGlsZXMtb2YtcG9ydHVnYWwiXQ%3D%3D","1","Buy Premium Jigsaw Puzzles Online | 100-10000 Pieces for Adults & Kids in India only at Jigsaw Nation","101","917","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/wayanad-churam/","1","Buy Wayanad Churam - A 150 Piece Artist Jigsaw Puzzle by Jobin Varghese in India only at Jigsaw Nation","102","938","Indexable",""
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/500-pieces/","1","Buy 500 Pieces Jigsaw Puzzles Online in India only at Jigsaw Nation","67","605","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/the-explorer/","1","Buy The Explorer - A 150 Piece ISRO Jigsaw Puzzle by A47 in India only at Jigsaw Nation","87","782","Indexable",""
"https://jigsawnation.com/in/en/products/whimsical-crosswalk/","1","Buy Whimsical Crosswalk - A 100 Piece Artist Jigsaw Puzzle by Thomas Fernandes in India only at Jigsaw Nation","109","1003","Indexable",""
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-soumyaraj-vishwakarma/","1","Buy Soumyaraj Vishwakarma Jigsaw Puzzles Online in India only at Jigsaw Nation","78","729","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/1000-pieces/","1","Buy 1000 Pieces Jigsaw Puzzles for Adults Online in India only at Jigsaw Nation","79","708","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/?after=WyIxMDAwMDAyLjY0NTc1MTMxMTEiLCAiVGlsZXMgb2YgUG9ydHVnYWwiLCAidGlsZXMtb2YtcG9ydHVnYWwiXQ%3D%3D","1","Buy Jigsaw Puzzles and Accessories only at Jigsaw Nation in India","65","591","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-murtaza-m-bookwala/","1","Buy Murtaza M Bookwala Jigsaw Puzzles Online in India only at Jigsaw Nation","75","694","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/series-artist/","1","Buy Artist Jigsaw Puzzles Online in India only at Jigsaw Nation","63","556","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-ansh-chandpara/","1","Buy Ansh Chandpara Jigsaw Puzzles Online in India only at Jigsaw Nation","71","654","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-a47/","1","Buy A47 Jigsaw Puzzles Online in India only at Jigsaw Nation","60","542","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-ummesalama-rajgara/","1","Buy Ummesalama Rajgara Jigsaw Puzzles Online in India only at Jigsaw Nation","75","706","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/by-muhammed-sajid/","1","Buy Muhammed Sajid Jigsaw Puzzles Online in India only at Jigsaw Nation","71","664","Non-Indexable","Canonicalised"
"https://jigsawnation.com/in/en/products/categories/jigsaw-puzzles/less-than-100-pieces/","1","Buy Less Than 100 Pieces Jigsaw Puzzles Online in India only at Jigsaw Nation","77","702","Non-Indexable","Canonicalised"
